dbo,AUDIT_DDB_APPT_BASE,18,AMOUNT,int,4,10
dbo,AUDIT_DDB_APPT_BASE,19,BROKENDATE,datetime,8,23
dbo,AUDIT_DDB_APPT_BASE,20,FLAG,int,4,10
dbo,AUDIT_DDB_APPT_BASE,21,PHONE,varchar,17,0
dbo,AUDIT_DDB_APPT_BASE,22,APPTREASON,varchar,61,0
dbo,AUDIT_DDB_APPT_BASE,23,TIME_HOUR,smallint,2,5
dbo,AUDIT_DDB_APPT_BASE,24,TIME_MINUTE,smallint,2,5
dbo,AUDIT_DDB_APPT_BASE,25,STATUS,int,4,10
dbo,AUDIT_DDB_APPT_BASE,26,APPTTYPE,int,4,10
dbo,AUDIT_DDB_APPT_BASE,27,TIMEBLOCK,int,4,10
dbo,AUDIT_DDB_APPT_BASE,28,FOLLOWUP,int,4,10
dbo,AUDIT_DDB_APPT_BASE,29,APPTCLASS,int,4,10
dbo,AUDIT_DDB_APPT_BASE,30,CREATEDATE,datetime,8,23
dbo,AUDIT_DDB_APPT_BASE,31,OPTYPE,int,4,10
dbo,AUDIT_DDB_APPT_BASE,32,PRPROVTYPE,int,4,10
dbo,AUDIT_DDB_APPT_BASE,33,SCPROVTYPE,int,4,10
dbo,AUDIT_DDB_APPT_BASE,34,PATTERN,char,13,0
dbo,AUDIT_DDB_APPT_BASE,35,PROCCODEID,char,161,0
dbo,AUDIT_DDB_APPT_BASE,36,PROCCODEDB,char,161,0
dbo,AUDIT_DDB_APPT_BASE,37,PROCCODETYPE,char,41,0
dbo,AUDIT_DDB_APPT_BASE,38,OPERATORID,int,4,10
dbo,AUDIT_DDB_APPT_BASE,39,OPERATORDB,int,4,10
dbo,AUDIT_DDB_APPT_BASE,40,DDB_LAST_MOD,datetime,8,23
dbo,AUDIT_DDB_APPT_BASE,41,N_APPTID,int,4,10
dbo,AUDIT_DDB_APPT_BASE,42,N_APPTDB,int,4,10
dbo,AUDIT_DDB_APPT_BASE,43,N_PATID,int,4,10
dbo,AUDIT_DDB_APPT_BASE,44,N_PATDB,int,4,10
dbo,AUDIT_DDB_APPT_BASE,45,N_OPID,int,4,10
dbo,AUDIT_DDB_APPT_BASE,46,N_OPDB,int,4,10
dbo,AUDIT_DDB_APPT_BASE,47,N_PRPROVID,int,4,10
dbo,AUDIT_DDB_APPT_BASE,48,N_PRPROVDB,int,4,10
dbo,AUDIT_DDB_APPT_BASE,49,N_SCPROVID,int,4,10
dbo,AUDIT_DDB_APPT_BASE,50,N_SCPROVDB,int,4,10
dbo,AUDIT_DDB_APPT_BASE,51,N_NEWPATADDRESSID,int,4,10
dbo,AUDIT_DDB_APPT_BASE,52,N_NEWPATADDRESSDB,int,4,10
dbo,AUDIT_DDB_APPT_BASE,53,N_APPTDATE,datetime,8,23
dbo,AUDIT_DDB_APPT_BASE,54,N_SMALLAPPTID,smallint,2,5
dbo,AUDIT_DDB_APPT_BASE,55,N_CLASS,int,4,10
dbo,AUDIT_DDB_APPT_BASE,56,N_PATNAME,varchar,50,0
dbo,AUDIT_DDB_APPT_BASE,57,N_APPTLEN,int,4,10
dbo,AUDIT_DDB_APPT_BASE,58,N_AMOUNT,int,4,10
dbo,AUDIT_DDB_APPT_BASE,59,N_BROKENDATE,datetime,8,23
dbo,AUDIT_DDB_APPT_BASE,60,N_FLAG,int,4,10
dbo,AUDIT_DDB_APPT_BASE,61,N_PHONE,varchar,17,0
dbo,AUDIT_DDB_APPT_BASE,62,N_APPTREASON,varchar,61,0
dbo,AUDIT_DDB_APPT_BASE,63,N_TIME_HOUR,smallint,2,5
dbo,AUDIT_DDB_APPT_BASE,64,N_TIME_MINUTE,smallint,2,5
dbo,AUDIT_DDB_APPT_BASE,65,N_STATUS,int,4,10
dbo,AUDIT_DDB_APPT_BASE,66,N_APPTTYPE,int,4,10
dbo,AUDIT_DDB_APPT_BASE,67,N_TIMEBLOCK,int,4,10
dbo,AUDIT_DDB_APPT_BASE,68,N_FOLLOWUP,int,4,10
dbo,AUDIT_DDB_APPT_BASE,69,N_APPTCLASS,int,4,10
dbo,AUDIT_DDB_APPT_BASE,70,N_CREATEDATE,datetime,8,23
dbo,AUDIT_DDB_APPT_BASE,71,N_OPTYPE,int,4,10
dbo,AUDIT_DDB_APPT_BASE,72,N_PRPROVTYPE,int,4,10
dbo,AUDIT_DDB_APPT_BASE,73,N_SCPROVTYPE,int,4,10
dbo,AUDIT_DDB_APPT_BASE,74,N_PATTERN,char,13,0
dbo,AUDIT_DDB_APPT_BASE,75,N_PROCCODEID,char,161,0
dbo,AUDIT_DDB_APPT_BASE,76,N_PROCCODEDB,char,161,0
dbo,AUDIT_DDB_APPT_BASE,77,N_PROCCODETYPE,char,41,0
dbo,AUDIT_DDB_APPT_BASE,78,N_OPERATORID,int,4,10
dbo,AUDIT_DDB_APPT_BASE,79,N_OPERATORDB,int,4,10
dbo,AUDIT_DDB_APPT_BASE,80,N_DDB_LAST_MOD,datetime,8,23
dbo,AUDIT_DDB_APPT_BASE,81,USER_CHANGED,varchar,50,0
dbo,AUDIT_DDB_APPT_BASE,82,DATE_CHANGED,datetime,8,23
dbo,AUDIT_DDB_APPT_BASE,83,OverrideUserID,varchar,12,0
dbo,AUDIT_DDB_APPT_BASE,84,PermDescript,varchar,40,0
dbo,AUDIT_DDB_APPT_BASE,85,N_OverrideUserID,varchar,12,0
dbo,AUDIT_DDB_APPT_BASE,86,N_PermDescript,varchar,40,0
dbo,AUDIT_DDB_APPT_BASE,87,LateFlag,tinyint,1,3
dbo,AUDIT_DDB_APPT_BASE,88,N_LateFlag,tinyint,1,3
dbo,AUDIT_DDB_APPT_BASE,89,CHART,varchar,21,0
dbo,AUDIT_DDB_APPT_BASE,90,n_CHART,varchar,21,0
dbo,AUDIT_DDB_APPT_BASE,91,WKPHONE,varchar,18,0
dbo,AUDIT_DDB_APPT_BASE,92,n_WKPHONE,varchar,18,0
dbo,AUDIT_DDB_APPT_BASE,93,PrivacyFlags,smallint,2,5
dbo,AUDIT_DDB_APPT_BASE,94,n_PrivacyFlags,smallint,2,5
dbo,AUDIT_DDB_APPT_BASE,95,AutoUpdateCC,smallint,2,5
dbo,AUDIT_DDB_APPT_BASE,96,n_AutoUpdateCC,smallint,2,5
dbo,AUDIT_DDB_APPT_BASE,97,RVU,int,4,10
dbo,AUDIT_DDB_APPT_BASE,98,n_RVU,int,4,10
dbo,AUDIT_DDB_APPT_BASE,99,VisitNumber,varchar,31,0
dbo,AUDIT_DDB_APPT_BASE,100,n_VisitNumber,varchar,31,0
dbo,AUDIT_DDB_APPT_BASE,101,BROKENREASON,varchar,100,0
dbo,AUDIT_DDB_APPT_BASE,102,N_BROKENREASON,varchar,100,0
dbo,AUDIT_DDB_APPT_BASE,103,DATE_CHANGEDUTC,datetime,8,23
dbo,AUDIT_DDB_APPT_BASE,104,n_ApptStartUTCDateTime,datetime,8,23
dbo,AUDIT_DDB_APPT_BASE,105,ApptStartUTCDateTime,datetime,8,23
dbo,AUDIT_DDB_APPT_BASE,106,n_ApptEndUTCDateTime,datetime,8,23
dbo,AUDIT_DDB_APPT_BASE,107,ApptEndUTCDateTime,datetime,8,23
dbo,AUDIT_DDB_APPT_BASE,108,LastUpdateOperatorID,int,4,10
dbo,AUDIT_DDB_APPT_BASE,109,n_LastUpdateOperatorID,int,4,10
dbo,AUDIT_DDB_APPT_BASE,110,LastUpdateOperatorDB,int,4,10
dbo,AUDIT_DDB_APPT_BASE,111,n_LastUpdateOperatorDB,int,4,10
dbo,AUDIT_DDB_APPT_BASE,112,AuditId,int,4,10
dbo,AUDIT_DDB_APPT_BASE,113,BirthDate,datetime,8,23
dbo,AUDIT_DDB_APPT_BASE,114,n_BirthDate,datetime,8,23
dbo,AUDIT_DDB_APPT_BASE,115,WasScheduled,smallint,2,5
dbo,AUDIT_DDB_APPT_BASE,116,n_WasScheduled,smallint,2,5
dbo,AUDIT_DDB_APPT_EVENT_BASE,1,ApptEventID,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,2,n_ApptEventID,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,3,ApptEventDB,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,4,n_ApptEventDB,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,5,ClinicID,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,6,n_ClinicID,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,7,ClinicDB,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,8,n_ClinicDB,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,9,OpID,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,10,n_OpID,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,11,OpDB,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,12,n_OpDB,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,13,EventDate,datetime,8,23
dbo,AUDIT_DDB_APPT_EVENT_BASE,14,n_EventDate,datetime,8,23
dbo,AUDIT_DDB_APPT_EVENT_BASE,15,StartTime,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,16,n_StartTime,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,17,EndTime,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,18,n_EndTime,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,19,CreateDate,datetime,8,23
dbo,AUDIT_DDB_APPT_EVENT_BASE,20,n_CreateDate,datetime,8,23
dbo,AUDIT_DDB_APPT_EVENT_BASE,21,CreateTime,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,22,n_CreateTime,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,23,CloseOperatoryFlag,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,24,n_CloseOperatoryFlag,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,25,ShowNotesOnEventFlag,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,26,n_ShowNotesOnEventFlag,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,27,CenterDescriptionFlag,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,28,n_CenterDescriptionFlag,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,29,Color,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,30,n_Color,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,31,Description,varchar,65,0
dbo,AUDIT_DDB_APPT_EVENT_BASE,32,n_Description,varchar,65,0
dbo,AUDIT_DDB_APPT_EVENT_BASE,33,PinboardEvent,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,34,n_PinboardEvent,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,35,OperatorID,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,36,n_OperatorID,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,37,OperatorDB,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,38,n_OperatorDB,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,39,OrigEventDate,datetime,8,23
dbo,AUDIT_DDB_APPT_EVENT_BASE,40,n_OrigEventDate,datetime,8,23
dbo,AUDIT_DDB_APPT_EVENT_BASE,41,EventSeriesID,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,42,n_EventSeriesID,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,43,EventSeriesDB,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,44,n_EventSeriesDB,int,4,10
dbo,AUDIT_DDB_APPT_EVENT_BASE,45,USER_CHANGED,varchar,255,0
dbo,AUDIT_DDB_APPT_EVENT_BASE,46,DATE_CHANGED,datetime,8,23
dbo,AUDIT_DDB_APPT_EVENT_BASE,47,DATE_CHANGEDUTC,datetime,8,23
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,1,MerchantID,int,4,10
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,2,n_MerchantID,int,4,10
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,3,MerchantDB,int,4,10
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,4,n_MerchantDB,int,4,10
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,5,ClinicID,int,4,10
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,6,n_ClinicID,int,4,10
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,7,ClinicDB,int,4,10
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,8,n_ClinicDB,int,4,10
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,9,Active,tinyint,1,3
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,10,n_Active,tinyint,1,3
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,11,LastUpdateOperatorID,int,4,10
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,12,n_LastUpdateOperatorID,int,4,10
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,13,LastUpdateOperatorDB,int,4,10
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,14,n_LastUpdateOperatorDB,int,4,10
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,15,Description,varchar,50,0
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,16,n_Description,varchar,50,0
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,17,PosProvider,tinyint,1,3
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,18,n_PosProvider,tinyint,1,3
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,19,USER_CHANGED,varchar,255,0
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,20,DATE_CHANGED,datetime,8,23
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,21,PosProviderData,varchar,-1,0
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,22,n_PosProviderData,varchar,-1,0
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,23,Data,varchar,-1,0
dbo,AUDIT_DDB_CCDentrixPayMerchant_Base,24,n_Data,varchar,-1,0
dbo,AUDIT_DDB_CCLOG_BASE,1,CCLogID,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,2,n_CCLogID,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,3,CCLogDB,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,4,n_CCLogDB,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,5,TranTime,datetime,8,23
dbo,AUDIT_DDB_CCLOG_BASE,6,n_TranTime,datetime,8,23
dbo,AUDIT_DDB_CCLOG_BASE,7,TranID,varchar,50,0
dbo,AUDIT_DDB_CCLOG_BASE,8,n_TranID,varchar,50,0
dbo,AUDIT_DDB_CCLOG_BASE,9,PaymentType,tinyint,1,3
dbo,AUDIT_DDB_CCLOG_BASE,10,n_PaymentType,tinyint,1,3
dbo,AUDIT_DDB_CCLOG_BASE,11,Locked,tinyint,1,3
dbo,AUDIT_DDB_CCLOG_BASE,12,n_Locked,tinyint,1,3
dbo,AUDIT_DDB_CCLOG_BASE,13,CCStatus,tinyint,1,3
dbo,AUDIT_DDB_CCLOG_BASE,14,n_CCStatus,tinyint,1,3
dbo,AUDIT_DDB_CCLOG_BASE,15,Amount,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,16,n_Amount,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,17,PatID,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,18,n_PatID,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,19,PatDB,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,20,n_PatDB,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,21,LoggedInUserID,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,22,n_LoggedInUserID,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,23,LoggedInUserDB,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,24,n_LoggedInUserDB,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,25,Obsolete_CCTerminalID,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,26,n_Obsolete_CCTerminalID,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,27,Obsolete_CCTerminalDB,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,28,n_Obsolete_CCTerminalDB,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,29,ProcLogID,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,30,n_ProcLogID,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,31,ProcLogDB,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,32,n_ProcLogDB,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,33,SignatureID,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,34,n_SignatureID,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,35,SignatureDB,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,36,n_SignatureDB,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,37,RtnSuccess,tinyint,1,3
dbo,AUDIT_DDB_CCLOG_BASE,38,n_RtnSuccess,tinyint,1,3
dbo,AUDIT_DDB_CCLOG_BASE,39,ErrorCode,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,40,n_ErrorCode,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,41,ErrorMessage,varchar,64,0
dbo,AUDIT_DDB_CCLOG_BASE,42,n_ErrorMessage,varchar,64,0
dbo,AUDIT_DDB_CCLOG_BASE,43,ErrorDesc,varchar,255,0
dbo,AUDIT_DDB_CCLOG_BASE,44,n_ErrorDesc,varchar,255,0
dbo,AUDIT_DDB_CCLOG_BASE,45,TranStatus,varchar,20,0
dbo,AUDIT_DDB_CCLOG_BASE,46,n_TranStatus,varchar,20,0
dbo,AUDIT_DDB_CCLOG_BASE,47,CardToken,varchar,50,0
dbo,AUDIT_DDB_CCLOG_BASE,48,n_CardToken,varchar,50,0
dbo,AUDIT_DDB_CCLOG_BASE,49,MaskedCardNo,varchar,20,0
dbo,AUDIT_DDB_CCLOG_BASE,50,n_MaskedCardNo,varchar,20,0
dbo,AUDIT_DDB_CCLOG_BASE,51,CardType,varchar,20,0
dbo,AUDIT_DDB_CCLOG_BASE,52,n_CardType,varchar,20,0
dbo,AUDIT_DDB_CCLOG_BASE,53,GatewayAuthCode,varchar,15,0
dbo,AUDIT_DDB_CCLOG_BASE,54,n_GatewayAuthCode,varchar,15,0
dbo,AUDIT_DDB_CCLOG_BASE,55,GatewayRefNo,varchar,15,0
dbo,AUDIT_DDB_CCLOG_BASE,56,n_GatewayRefNo,varchar,15,0
dbo,AUDIT_DDB_CCLOG_BASE,57,CardholderName,varchar,50,0
dbo,AUDIT_DDB_CCLOG_BASE,58,n_CardholderName,varchar,50,0
dbo,AUDIT_DDB_CCLOG_BASE,59,JsonString,varchar,8000,0
dbo,AUDIT_DDB_CCLOG_BASE,60,n_JsonString,varchar,8000,0
dbo,AUDIT_DDB_CCLOG_BASE,61,USER_CHANGED,char,255,0
dbo,AUDIT_DDB_CCLOG_BASE,62,DATE_CHANGED,datetime,8,23
dbo,AUDIT_DDB_CCLOG_BASE,63,Offline,tinyint,1,3
dbo,AUDIT_DDB_CCLOG_BASE,64,n_Offline,tinyint,1,3
dbo,AUDIT_DDB_CCLOG_BASE,65,EMV_DATA,varchar,-1,0
dbo,AUDIT_DDB_CCLOG_BASE,66,n_EMV_DATA,varchar,-1,0
dbo,AUDIT_DDB_CCLOG_BASE,67,External_TransactionID,varchar,-1,0
dbo,AUDIT_DDB_CCLOG_BASE,68,n_External_TransactionID,varchar,-1,0
dbo,AUDIT_DDB_CCLOG_BASE,69,CCTerminalMerchantID,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,70,n_CCTerminalMerchantID,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,71,CCTerminalMerchantDB,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,72,n_CCTerminalMerchantDB,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,73,AuditId,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,74,TID,varchar,8000,0
dbo,AUDIT_DDB_CCLOG_BASE,75,n_TID,varchar,8000,0
dbo,AUDIT_DDB_CCLOG_BASE,76,MID,varchar,8000,0
dbo,AUDIT_DDB_CCLOG_BASE,77,n_MID,varchar,8000,0
dbo,AUDIT_DDB_CCLOG_BASE,78,TimeFieldsSynced,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,79,n_TimeFieldsSynced,int,4,10
dbo,AUDIT_DDB_CCLOG_BASE,80,EntryDateTime,datetime,8,23
dbo,AUDIT_DDB_CCLOG_BASE,81,n_EntryDateTime,datetime,8,23
dbo,AUDIT_DDB_CCLOG_VOID_REFUND_BASE,1,CCLogVoidRefundID,int,4,10
dbo,AUDIT_DDB_CCLOG_VOID_REFUND_BASE,2,n_CCLogVoidRefundID,int,4,10
dbo,AUDIT_DDB_CCLOG_VOID_REFUND_BASE,3,CCLogVoidRefundDB,int,4,10
dbo,AUDIT_DDB_CCLOG_VOID_REFUND_BASE,4,n_CCLogVoidRefundDB,int,4,10
dbo,AUDIT_DDB_CCLOG_VOID_REFUND_BASE,5,CCLogID,int,4,10
dbo,AUDIT_DDB_CCLOG_VOID_REFUND_BASE,6,n_CCLogID,int,4,10
dbo,AUDIT_DDB_CCLOG_VOID_REFUND_BASE,7,CCLogDB,int,4,10
dbo,AUDIT_DDB_CCLOG_VOID_REFUND_BASE,8,n_CCLogDB,int,4,10
dbo,AUDIT_DDB_CCLOG_VOID_REFUND_BASE,9,ProcLogID,int,4,10
dbo,AUDIT_DDB_CCLOG_VOID_REFUND_BASE,10,n_ProcLogID,int,4,10
dbo,AUDIT_DDB_CCLOG_VOID_REFUND_BASE,11,ProcLogDB,int,4,10
dbo,AUDIT_DDB_CCLOG_VOID_REFUND_BASE,12,n_ProcLogDB,int,4,10
dbo,AUDIT_DDB_CCLOG_VOID_REFUND_BASE,13,USER_CHANGED,char,255,0
dbo,AUDIT_DDB_CCLOG_VOID_REFUND_BASE,14,DATE_CHANGED,datetime,8,23
dbo,AUDIT_DDB_CCLOG_VOID_REFUND_BASE,15,AuditId,int,4,10
dbo,AUDIT_DDB_CCMERCHANT_BASE,1,MerchantID,int,4,10
dbo,AUDIT_DDB_CCMERCHANT_BASE,2,n_MerchantID,int,4,10
dbo,AUDIT_DDB_CCMERCHANT_BASE,3,MerchantDB,int,4,10
